FECHA_CORTE,UUID,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,SEXO,FECHA_NACIMIENTO,EDAD,FACULTAD,ESCUELA_ACADEMICA,NIVEL_ACAD,ANIO_MAT1,SEM_MATRICULA1,N_RAC_DESAYUNO,N_RAC_ALMUERZO,N_RAC_CENA
20230620,47C8D57D5CE44E89896A3463E6BCBE03,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030525,20,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2023,1,34,36,28
20230620,5C6151627E5E4A3481D9C7215CF854B4,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20041206,18,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2023,1,35,37,30
20230620,D196ADF9FB1841F3A1BAF3904DC77BFD,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030212,20,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2022,1,33,36,30
20230620,F1B2509CD5544616A81A2E5CEE240AC5,020101,ANCASH,HUARAZ,HUARAZ,MASCULINO,20000925,22,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2019,1,30,37,27
20230620,9DB13B96080A4524881F4F50FBC9B291,020508,ANCASH,BOLOGNESI,HUALLANCA,MASCULINO,20020128,21,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2021,1,32,37,31
20230620,4CF33480F40E467FB94A0CF0F0058B19,020508,ANCASH,BOLOGNESI,HUALLANCA,MASCULINO,20000515,23,CIENCIAS CONTABLES Y FINANCIERAS,CIENCIAS CONTABLES Y FINANCIERAS,PREGRADO,2021,1,31,35,28
20230620,162FBBC25908473F81C370BEEF834E5F,020508,ANCASH,BOLOGNESI,HUALLANCA,FEMENINO,20000916,22,CIENCIAS SOCIALES,SOCIOLOGÍA,PREGRADO,2020,1,35,37,31
20230620,DB6EE82E8E5D4CA5AA769E57F26E12AB,040101,AREQUIPA,AREQUIPA,AREQUIPA,MASCULINO,20000214,23,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2021,1,14,32,29
20230620,F97DD41509254D47AC3272ABC9178DA4,050101,AYACUCHO,HUAMANGA,AYACUCHO,MASCULINO,20000701,22,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2020,1,38,37,31
20230620,5450F0E5ED4F41528C21D326D6CB4E08,050501,AYACUCHO,LA MAR,SAN MIGUEL,MASCULINO,20040122,19,ENFERMERÍA,ENFERMERÍA,PREGRADO,2021,1,13,30,26
20230620,CFDE3C5C0626418392CA70791680282D,080101,CUSCO,CUSCO,CUSCO,FEMENINO,20040903,18,OBSTETRICIA,OBSTETRICIA,PREGRADO,2022,1,29,37,31
20230620,EE792C001ACB47E78657E146AAF876B5,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19930301,30,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,35,37,31
20230620,0ED09F5D56E24B42B4B73BFDEBE0CFA2,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20020726,20,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2022,1,37,37,31
20230620,B83CFACB8D5C4D07B3C2FF38ADB867C9,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20050309,18,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2023,1,35,36,30
20230620,D434C78CE93D4FB895E89D0D1C86EDFA,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20020521,21,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2021,1,33,37,28
20230620,EE9CF404B37A4EA79C9DAD8405431000,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20041007,18,CIENCIAS AGRARIAS,INGENIERÍA AGRONÓMICA,PREGRADO,2023,1,37,37,30
20230620,A9D7934DAA104D7FA23223D66115FC48,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20030220,20,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2019,1,38,37,31
20230620,9784F95E83DC403A8C3EC94E15F67316,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20000309,23,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2021,1,17,19,11
20230620,BA5D661D068A4E6F9F96E8597B5F6DD8,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,19961022,26,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2017,1,38,35,29
20230620,CA377C54736B4A658D6F347C210F2BB5,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20001013,22,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2019,1,26,33,27
20230620,D08653B0A0E1468BAB5E0451E61D4FDD,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20020809,20,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2022,1,31,37,31
20230620,EFDDA44A42EB450E97C80D5FE45FA44A,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000622,23,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2017,1,9,18,12
20230620,31CDC1D215D04F4B98021C0B58CD86CD,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20010322,22,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2019,1,36,37,31
20230620,DFF9689AFDF043869416A0F22D9F1519,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20020723,20,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2023,1,38,36,31
20230620,6002C91B5C9F4A878202EFC88FC8CE3A,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010226,22,PSICOLOGÍA,PSICOLOGÍA,PREGRADO,2020,1,33,33,27
20230620,8D3D7AE569094D61B5026812C1D13FC4,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000208,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2018,1,24,37,24
20230620,A6DF029BE7754DFF9BB120942FAEA216,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990228,24,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2018,1,27,36,30
20230620,20C47B00150E4CD18C823B9FE30B6089,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20011015,21,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2018,1,14,35,27
20230620,B0C7B4A1B96B4D6B9BFA8718CBAEC4E9,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990813,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,37,37,29
20230620,C13E202C6A6F4039B4FC72C9712F69AF,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000222,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2018,1,31,35,31
20230620,66FF147494564D119E32FC0A3871E2F2,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20050430,18,MEDICINA VETERINARIA Y ZOOTECNIA,MEDICINA VETERINARIA,PREGRADO,2023,1,24,35,28
20230620,CF07409062014BF5B506DC7E8676D49F,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20060913,16,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2023,1,11,30,22
20230620,92C768716D1B446EAD6B84E9C8393BB1,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000509,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2018,1,14,29,21
20230620,761E13FEA8734FB6A136B3629C08D151,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20040422,19,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,33,34,29
20230620,DF997DBCBC85439CAA1C083AB250C08E,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20041109,18,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2023,1,28,36,29
20230620,AA445D211193499BB53AA5546B484243,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20040116,19,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2021,1,34,34,28
20230620,66851294197E42B98CB97FF8446972CE,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990322,24,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2017,1,29,36,31
20230620,B178EC33AF2F49C8ADC06EF2629AC3ED,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000217,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,36,37,30
20230620,C77C40EFD7914C9B9447C987F5ABF8B7,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010926,21,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,36,37,31
20230620,C2374D9938D945ABB958CC65CE358E18,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20020411,21,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,13,32,25
20230620,3CFAF4FC61A5411E9E3448CCA3DA6747,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990221,24,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2019,1,36,37,31
20230620,6A485D4C2BD74C4EBFBF8A6DA36D45EE,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20020929,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,30,37,30
20230620,072338217DE547FFBD19329BB622A2AF,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000531,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2022,1,34,36,28
20230620,C919707321B048FF8200B7014379CD22,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990210,24,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2022,1,36,37,31
20230620,21AD6D606D134E9ABEC760C4AD5560CA,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19980322,25,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2018,1,32,37,31
20230620,8620E0266D4346FDAA67134B48379A31,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990208,24,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2018,1,31,37,24
20230620,0A35C194AFF74F169EBAD3FC894FAE00,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20001011,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2019,1,30,35,29
20230620,4619DDC4B4DA4DABBC55B96B69C6DE17,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20030215,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2021,1,12,34,23
20230620,E269150CF7874DDC89757B58B7CBAF2F,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19960708,26,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA DE SISTEMAS,PREGRADO,2020,1,37,36,31
20230620,E83F149EB2CC454ABC41261049AB6D13,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20020418,21,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2021,1,29,37,30
20230620,84139FAA1DA64805869AC31644EE4D58,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20040403,19,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2021,1,37,36,30
20230620,087F29A410FC49EAA114BB1039B948D6,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20050222,18,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2023,1,33,37,30
20230620,4FD03E7DE0E54669B52AB70B880B7CC6,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010103,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2018,1,34,36,31
20230620,4BD2E92C79834E5497A80906D9DA37E4,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000418,23,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2019,1,29,37,27
20230620,D13B8D2E3BCB42299317B9E520A25260,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010501,22,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2020,1,26,35,28
20230620,519E309F094B42658BF8D08574C10303,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19950616,28,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2014,1,10,32,15
20230620,5D3312EAA5704D018BBB163542A4B50A,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990301,24,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2018,1,31,36,31
20230620,F6D270A47A2C403E8F68E39E91D85DA7,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20041114,18,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2023,1,21,36,30
20230620,BB6835BB125840408195C6A9CE9755B9,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20010704,21,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2021,1,26,33,27
20230620,B746E4C7959D4664B1DBEB78E7E09683,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990812,23,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2019,1,27,34,29
20230620,D29A27EA5FD74EC8AB9F1B1CA5AF8522,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20020710,20,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INGENIERÍA INDUSTRIAL,PREGRADO,2020,1,32,36,31
20230620,7AD40F47901E46B59E731E976D9822FB,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000826,22,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2022,1,21,37,31
20230620,BE7D35AF68FA45A3B977A700CF3933B8,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20050327,18,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2022,1,31,37,29
20230620,62D834E9B67944EAB70FD2EE9CD50827,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20060326,17,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2023,1,36,37,31
20230620,F79C27F66C9744C692DFAC60FB3EC2F4,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990331,24,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2019,1,27,36,30
20230620,9EF14F862CC8408CB3FE65427AA6400D,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010418,22,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2019,1,33,37,31
20230620,0D8A9BFF63D243DBA1B18DC064171EB4,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20020809,20,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2019,1,25,34,27
20230620,438E79CF96954EDDAD6BFE71E7F467E6,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990709,23,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2018,1,30,34,25
20230620,B69C8F9D4464457FB70F268D01D14B15,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000818,22,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,32,36,30
20230620,31B5C147A2B9427889E2854DB9BDE66D,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,19971217,25,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2018,1,29,37,29
20230620,1E48A7A21EF3487AA66C34E2D8A26A73,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19980826,24,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,31,35,29
20230620,8E3E38D859784A6593486BCA2809C264,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000205,23,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2020,1,25,37,29
20230620,3D1DFC1CCF8A4B20874E673D9CD6BFC6,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20011228,21,INGENIERÍA CIVIL Y ARQUITECTURA,ARQUITECTURA,PREGRADO,2020,1,20,29,26
20230620,C79F4A37053D4853B58AAD06F7DDC5EE,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030812,19,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2021,1,25,35,28
20230620,1789CAD6F4A047D1885E34B502F2C094,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010104,22,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2022,1,7,29,17
20230620,67973C7AB44E453295EB840B2FCCD99C,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20041015,18,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2023,1,38,37,29
20230620,709AD67238F24B78A77E9998F7387A1E,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19960915,26,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,26,37,28
20230620,5CD241B639344AA386DCBBBD6B57B80F,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19980810,24,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,13,30,23
20230620,A28D6147E6014F8E8D32516BB514E989,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20030728,19,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2020,1,34,37,30
20230620,7ECC71FCF2CC4207B8881575D1589340,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030504,20,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2021,1,31,37,31
20230620,0F1479C88D6148789DD7F1F428C44296,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20010519,22,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2019,1,27,37,30
20230620,9DB89C657DDD4CD09FB8E2412047719F,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,19960118,27,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2018,1,34,37,29
20230620,953875F389464ADDAB0468440B00D6D4,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20050123,18,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2023,1,29,37,30
20230620,6D0E49D86756423898418A148D7F9EA2,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990918,23,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2019,1,19,34,22
20230620,053A1F13A7044EE9B02F7C315A64E943,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20010701,21,INGENIERÍA CIVIL Y ARQUITECTURA,INGENIERÍA CIVIL,PREGRADO,2022,1,37,36,28
20230620,36A5D09A39BF441A9754CF521C1F2F20,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030502,20,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2022,1,26,37,27
20230620,1844405D234C4643BDE23DF393A3DF3A,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030924,19,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2022,1,31,36,31
20230620,7E4B069F64124DDBB1D2E3BF703C4C05,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19840205,39,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2022,1,31,37,29
20230620,1FB9881ACA55466B900CCCC276E59273,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20001120,22,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2019,1,20,35,27
20230620,0DC4F9E209A947C686D89638881D15CB,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20040401,19,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2023,1,0,3,0
20230620,38095C27D40F4A0A8F88DCC171DCF03B,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20030427,20,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2023,1,15,32,26
20230620,406EE924B1504EC4ABD4C544B1F51C80,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19961222,26,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,16,15,12
20230620,A72BC8670EA741A5919131037C1F52EB,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20020518,21,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2021,1,26,34,28
20230620,19CCE6E7B6AC4931B0C3504CAE8B4B79,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19960203,27,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2022,1,38,37,30
20230620,34B23D182EA24C93A57E6AFEFD063A74,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010623,21,CIENCIAS DE LA EDUCACIÓN,MATEMÁTICA Y FÍSICA,PREGRADO,2020,1,34,36,30
20230620,61D3191C606749DE8B0EADD74FFBC290,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20000311,23,DERECHO Y CIENCIAS POLÍTICAS,DERECHO Y CIENCIAS POLÍTICAS,PREGRADO,2021,1,29,37,29
20230620,C700FAA53B6148C881885F82FEAE01C1,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20010105,22,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2019,1,25,37,26
20230620,4B9C1BDE3857447491E12FF9A7BDC882,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20000105,23,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2019,1,36,36,31
20230620,27C05E3E76584FC188D5D9199813A85C,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20040905,18,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2023,1,33,36,24
20230620,23E29BF45A9A443CBDF4FC5CFFCE6367,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20040315,19,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,27,35,25
20230620,23A8BC622A424E9DBF55E750D5CC68F5,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20010322,22,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2021,1,1,36,28
20230620,DE6F51461E0C48299A2E8381C605FA81,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20030815,19,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2021,1,16,17,15
20230620,9C76C3B94A464594BEC0CE93140683ED,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19990523,24,CIENCIAS DE LA EDUCACIÓN,"FILOSOFÍA, PSICOLOGÍA Y CIENCIAS SOCIALES",PREGRADO,2018,1,4,15,8
20230620,A8B4E89823444E089B9D6497380FEEDA,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20050226,18,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,38,36,29
20230620,ABF2C990442342A293D5829E6845C80A,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20050613,18,CIENCIAS DE LA EDUCACIÓN,CIENCIAS HISTÓRICO SOCIALES Y GEOGRÁFICAS,PREGRADO,2023,1,3,7,2
20230620,5F079042D3394F63873EFD4BD57963D0,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20031204,19,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2022,1,34,36,23
20230620,C8A03C94B5A1458DB1573362B197829A,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20050217,18,CIENCIAS DE LA EDUCACIÓN,LENGUA Y LITERATURA,PREGRADO,2023,1,4,5,4
20230620,CBFC1091187D48B0B94D6643F8F9DF50,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010704,21,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,33,37,30
20230620,C4C8B8CE99524EB89D8438C5F5B76E64,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20041117,18,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,30,37,30
20230620,219C4832D02647D7BD140A4CF0D66E96,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20010604,22,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2023,1,0,0,1
20230620,2A06153A0D964238A5231A08008677E8,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,19910923,31,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2022,1,33,36,30
20230620,97BFBE78A83C4035B0967BEF534BF239,100101,HUANUCO,HUANUCO,HUANUCO,MASCULINO,20011225,21,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2018,1,14,22,18
20230620,4263CD7442B0458AAA9597F8E2F998E0,100101,HUANUCO,HUANUCO,HUANUCO,FEMENINO,20020611,21,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN FÍSICA,PREGRADO,2020,1,37,37,31
